,date,tweet,nlikes,Bank,Subjectivity,Polarity,Analysis
43,2022-11-09 12:45:23,opay   please sir help me please i want to buy some books,0,Opay,0.0,0.0,Neutral
44,2022-11-09 12:45:18,opay,0,Opay,0.0,0.0,Neutral
45,2022-11-09 12:43:20,opay ganiyu habeeb ola please elp me god bless you,0,Opay,0.0,0.0,Neutral
47,2022-11-09 12:42:05,boss please consider me please abeg  opay aderiye peter olaoluwa,0,Opay,0.0,0.0,Neutral
48,2022-11-09 12:41:03,opay,0,Opay,0.0,0.0,Neutral
49,2022-11-09 12:40:52,sportking god bless you more may you never lack  opay,0,Opay,0.5,0.5,Positive
51,2022-11-09 12:40:28,boss abeg look my side today i have never been credited  opay jonathan bosan silas,0,Opay,0.0,0.0,Neutral
52,2022-11-09 12:40:05,god bless  may god make you remember me in your kingdom opay  dotun,0,Opay,0.0,0.0,Neutral
53,2022-11-09 12:39:29,boss hungry dey oo  opay,0,Opay,0.0,0.0,Neutral
56,2022-11-09 12:38:47,opay,0,Opay,0.0,0.0,Neutral
57,2022-11-09 12:37:36,opay,0,Opay,0.0,0.0,Neutral
59,2022-11-09 12:37:08,jonah caroline opay,0,Opay,0.0,0.0,Neutral
60,2022-11-09 12:37:06,opay  i never chop oga mi,0,Opay,0.0,0.0,Neutral
61,2022-11-09 12:35:39,add it to my business   jonah caroline  opay,0,Opay,0.0,0.0,Neutral
62,2022-11-09 12:35:39,opay,0,Opay,0.0,0.0,Neutral
63,2022-11-09 12:35:17,opay acc  ogoke success chibuike,1,Opay,0.0,0.3,Positive
64,2022-11-09 12:35:10,opay  any amount boss,0,Opay,0.0,0.0,Neutral
65,2022-11-09 12:34:44,opay  thank you daddy k ni owo canadian loud,0,Opay,0.8,0.1,Positive
67,2022-11-09 12:32:47,opay please brother i havent been credited since have been following you i swear on my mother life,0,Opay,0.1,0.0,Neutral
68,2022-11-09 12:32:41,opay,0,Opay,0.0,0.0,Neutral
69,2022-11-09 12:32:35,please sir just any  thing vincent opay,0,Opay,0.0,0.0,Neutral
71,2022-11-09 12:29:46,opay godswill dennis,0,Opay,0.0,0.0,Neutral
72,2022-11-09 12:28:29,opay may god replenish your pocket bountifully,0,Opay,0.0,0.0,Neutral
74,2022-11-09 12:28:02,opay jonathan bosan silas  boss i pray you look my side today,0,Opay,0.0,0.0,Neutral
75,2022-11-09 12:27:46,boss pls help me sir im a student sir i just need some food stuffs sir to keep me going sir   darlington eferebo opay,0,Opay,0.0,0.0,Neutral
77,2022-11-09 12:26:17,your blessing will never dry sportingking  aregbesola opay,0,Opay,0.6,0.033333333333333326,Positive
78,2022-11-09 12:26:12,opay,0,Opay,0.0,0.0,Neutral
79,2022-11-09 12:26:10,opay haastrup,1,Opay,0.0,0.0,Neutral
85,2022-11-09 12:22:42,opay,0,Opay,0.0,0.0,Neutral
86,2022-11-09 12:22:24,opay  asians timothy pendo,0,Opay,0.0,0.0,Neutral
87,2022-11-09 12:22:17,i know that won day you will elp me  opay ganiyu habeeb ola please sir help me god bless you,0,Opay,0.0,0.0,Neutral
89,2022-11-09 12:21:34,please sir buy me lunch   paycom opay,0,Opay,0.0,0.0,Neutral
91,2022-11-09 12:21:07,i want to eat that it  opay,0,Opay,0.0,0.0,Neutral
92,2022-11-09 12:20:52,opay,0,Opay,0.0,0.0,Neutral
94,2022-11-09 12:19:45,please sir buy me lunch   opay,0,Opay,0.0,0.0,Neutral
95,2022-11-09 12:19:35,boss me self acknowledge my presence naam always activeill never stop trying  azahan g charles opay,1,Opay,0.0,0.0,Neutral
96,2022-11-09 12:18:12,boss pls help me sir im a student sir i just need some food stuffs sir to keep me going sir   darlington eferebo opay,0,Opay,0.0,0.0,Neutral
100,2022-11-09 12:15:37,opay  more wins boss,0,Opay,0.35,0.4,Positive
101,2022-11-09 12:15:04,opay account michael innocent,0,Opay,0.7,0.5,Positive
102,2022-11-09 12:14:58,sportingking   opay,0,Opay,0.0,0.0,Neutral
103,2022-11-09 12:14:16,paycomopay,0,Opay,0.0,0.0,Neutral
106,2022-11-09 12:12:38,mayan kehinde musa opay  boss man abeg look at me god go bless you more than dis oooo,0,Opay,0.5,0.5,Positive
108,2022-11-09 12:12:08,i am a student sir garri three times a day while rent is there to settle help   opay samuel,0,Opay,0.0,0.0,Neutral
109,2022-11-09 12:12:07,boss abeg fire my aza with force i pray for more grand audit before the month end   opay      sportingking sportingking sportingking sportingking sportingking sportingking sportingking sportingking  more blessing boss,0,Opay,0.6666666666666666,0.5,Positive
111,2022-11-09 12:11:49,no  is the nomber    opay ganiyu habeeb ola please elp me,0,Opay,0.0,0.0,Neutral
112,2022-11-09 12:11:41,stop it then,0,Opay,0.0,0.0,Neutral
113,2022-11-09 12:11:04,opay please sir look my side,2,Opay,0.0,0.0,Neutral
114,2022-11-09 12:10:50,opay  yusuf balikis oyindamola thank you,0,Opay,0.0,0.0,Neutral
115,2022-11-09 12:10:49,opay boss i don dey drop since last month but i know say u go see me one day,0,Opay,0.06666666666666667,0.0,Neutral
116,2022-11-09 12:10:31,this guy na betting alien king from another planet follow him now opay,0,Opay,0.75,-0.25,Negative
117,2022-11-09 12:09:37,opay,0,Opay,0.0,0.0,Neutral
118,2022-11-09 12:09:31,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
120,2022-11-09 12:09:25,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
121,2022-11-09 12:09:18,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
122,2022-11-09 12:09:09,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
124,2022-11-09 12:09:01,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
125,2022-11-09 12:08:49,the man after god    opay,0,Opay,0.0,0.0,Neutral
126,2022-11-09 12:08:47,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
127,2022-11-09 12:08:40,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
128,2022-11-09 12:08:32,simeon friday  opay  thank you sir,0,Opay,0.0,0.0,Neutral
129,2022-11-09 12:07:50,god wey do am for you go do am for everyone also bro and thanks for all you and mr bayo and ekitipikin is doinggod bless you guys opayyou guys are really trying for the street shaone love,0,Opay,0.3333333333333333,0.3,Positive
130,2022-11-09 12:06:56,opay ubele james,0,Opay,0.0,0.0,Neutral
131,2022-11-09 12:06:24,opay simeon,0,Opay,0.0,0.0,Neutral
132,2022-11-09 12:06:16,i hope im not too late and i get lucky this time around cause it will definitely go a long way for me   opay bank oluwayomi segun,0,Opay,0.6111111111111112,-0.005555555555555559,Negative
133,2022-11-09 12:06:00,opay,0,Opay,0.0,0.0,Neutral
134,2022-11-09 12:05:23,sportingking i pray for grace and lucky for today random picks  damilare olajide opay bank,0,Opay,0.6666666666666667,-0.08333333333333334,Negative
135,2022-11-09 12:05:12,opay account   thomas udoka,2,Opay,0.0,0.0,Neutral
136,2022-11-09 12:04:23,opay,0,Opay,0.0,0.0,Neutral
137,2022-11-09 12:04:23,boss i know that if you say it you will do it opay boss  thanks boss,0,Opay,0.2,0.2,Positive
138,2022-11-09 12:04:18,god is great  opay i don drop acct tire,0,Opay,0.75,0.8,Positive
139,2022-11-09 12:04:14,opay,0,Opay,0.0,0.0,Neutral
140,2022-11-09 12:03:46,sportingking  opay,0,Opay,0.0,0.0,Neutral
141,2022-11-09 12:03:38,have been dropping acct details here  boss see me today  dibia nkem victoria  opay,2,Opay,0.0,0.0,Neutral
142,2022-11-09 12:03:00,opay  thank you boss,0,Opay,0.0,0.0,Neutral
143,2022-11-09 12:02:28,opay,0,Opay,0.0,0.0,Neutral
144,2022-11-09 12:01:52,opay,0,Opay,0.0,0.0,Neutral
146,2022-11-09 12:01:17,olayiwola oguntola opay account or bashorun williams opay account,0,Opay,0.0,0.0,Neutral
147,2022-11-09 12:01:08,opay or paycom  orok mfon   see me today boss,0,Opay,0.0,0.0,Neutral
148,2022-11-09 12:01:03,please sir buy me lunch  paycom opay,0,Opay,0.0,0.0,Neutral
150,2022-11-09 12:00:11,seriously av bn using opay  some time and i av nt seen anything lyk scam frm their end,1,Opay,0.6666666666666666,-0.3333333333333333,Negative
153,2022-11-09 11:59:43,opay braah ebiene boss pls help me,0,Opay,0.0,0.0,Neutral
156,2022-11-09 11:58:50,opay,0,Opay,0.0,0.0,Neutral
157,2022-11-09 11:58:02,opay braah ebiene boss pls i really need the money to pay for my niece operation,0,Opay,0.2,0.2,Positive
159,2022-11-09 11:56:49,opay,0,Opay,0.0,0.0,Neutral
161,2022-11-09 11:56:19,opay  paul         fingers crossed  my luck must shine,0,Opay,0.0,0.0,Neutral
162,2022-11-09 11:56:00,sir i need to get a school uniform for my external waec boss   opay boss  please pick me sir,0,Opay,0.1,0.0,Neutral
163,2022-11-09 11:55:18,opay,0,Opay,0.0,0.0,Neutral
164,2022-11-09 11:55:04,opay braah ebiene pls sir i really need the money to pay up my niece operation thanks,0,Opay,0.2,0.2,Positive
166,2022-11-09 11:54:27,sporting king   opay jah bless u very much boss thanks in advance m a winner already,0,Opay,0.23,0.23,Positive
167,2022-11-09 11:54:27,boss pls help me sir im a student sir i just need some food stuffs sir to keep me going sir   darlington eferebo opay,2,Opay,0.0,0.0,Neutral
168,2022-11-09 11:54:17,yes  opay,0,Opay,0.0,0.0,Neutral
169,2022-11-09 11:54:15,sportingking    opay,0,Opay,0.0,0.0,Neutral
170,2022-11-09 11:54:04,innocent  opay   thanks blood,0,Opay,0.44999999999999996,0.35,Positive
171,2022-11-09 11:53:47,opay,0,Opay,0.0,0.0,Neutral
175,2022-11-09 11:53:23,opay account  ajayi emmanuel,0,Opay,0.0,0.0,Neutral
176,2022-11-09 11:53:12,opay  thanks and god bless you sir,0,Opay,0.2,0.2,Positive
179,2022-11-09 11:52:24,i sincerely dont understand why  licensed you guys to operate when i open a thread about  it complaints n complaints without resolve,0,Opay,0.5,0.25,Positive
180,2022-11-09 11:52:02,opay,0,Opay,0.0,0.0,Neutral
181,2022-11-09 11:51:49,opay,0,Opay,0.0,0.0,Neutral
183,2022-11-09 11:51:38,opay braah ebiene god bless you sir,0,Opay,0.0,0.0,Neutral
184,2022-11-09 11:51:36,sportingkind   opay,0,Opay,0.0,0.0,Neutral
186,2022-11-09 11:50:50,opay,0,Opay,0.0,0.0,Neutral
187,2022-11-09 11:50:26,opay you no go fall,0,Opay,0.0,0.0,Neutral
189,2022-11-09 11:50:08,sportingking     opay,0,Opay,0.0,0.0,Neutral
190,2022-11-09 11:50:07,a reminder mail u say when  clearly stated that theyve not received any mail regarding this,0,Opay,0.3833333333333333,0.10000000000000002,Positive
191,2022-11-09 11:50:00,sportingking agba punter    opay  more of grand audit to come,0,Opay,0.75,0.5,Positive
193,2022-11-09 11:49:39,sportingkingopay,0,Opay,0.0,0.0,Neutral
194,2022-11-09 11:49:30,bless me boss i never win your giveaway before  opay,0,Opay,0.4,-0.4,Negative
195,2022-11-09 11:49:02,opay ganiyu habeeb ola please sir help me god bless you,0,Opay,0.0,0.0,Neutral
196,2022-11-09 11:49:00,i have never been credited   opay gift njika,0,Opay,0.0,0.0,Neutral
197,2022-11-09 11:48:51,opay,0,Opay,0.0,0.0,Neutral
199,2022-11-09 11:48:17,sportygod abeg bro anything is enough for meim broke and looking for ways to pay my schoolfees sef pls bro help a soul and god will bless ur wins more   peter orobosa opay,0,Opay,0.39999999999999997,0.26666666666666666,Positive
200,2022-11-09 11:48:03,i really hope and pray you pick me  ive been praying to god since yesterday for you to pick me i know god will do it     opay  precious,0,Opay,0.6,0.35,Positive
201,2022-11-09 11:47:57,opay,0,Opay,0.0,0.0,Neutral
202,2022-11-09 11:47:53,acct no bankopay,2,Opay,0.0,0.0,Neutral
203,2022-11-09 11:47:51,boss even if na  naira send for me make i dey wait my change dun finish   opay,0,Opay,0.0,0.0,Neutral
206,2022-11-09 11:47:44,opay,0,Opay,0.0,0.0,Neutral
207,2022-11-09 11:47:34,i really hope and pray you pick me  ive been praying to god since yesterday for you to pick me i know god will do it     opay  precious,0,Opay,0.6,0.35,Positive
208,2022-11-09 11:47:05,me after i get picked   sportingking    paycomopay,0,Opay,0.0,0.0,Neutral
209,2022-11-09 11:46:54,im a student and i dont have foodstuffs again ill appreciate anything from you sir  opay alawoya matthew,0,Opay,1.0,-0.5,Negative
210,2022-11-09 11:46:49,opay or paycom,0,Opay,0.0,0.0,Neutral
212,2022-11-09 11:46:36,sportingking agba punter      opay  more grand audit incoming,0,Opay,0.75,0.5,Positive
214,2022-11-09 11:46:13,opay scholarstica amarachi brown god will continue to bless you,0,Opay,0.0,0.0,Neutral
215,2022-11-09 11:46:01,opay   thanks boss,0,Opay,0.2,0.2,Positive
217,2022-11-09 11:45:35,sporting king   opay  thank you,0,Opay,0.0,0.0,Neutral
218,2022-11-09 11:45:22,go get opay its easy to find from it,0,Opay,0.8333333333333334,0.43333333333333335,Positive
222,2022-11-09 11:45:04,az complete guide to opaypaycom registration  learn how to open operate amp earn daily on opaypaycom in nigeria,0,Opay,0.3,0.03333333333333333,Positive
224,2022-11-09 11:44:52,abeg no forget me bossi de follow you here even de follow ur telegram too and i don broke abeg anything is enough for me   opay peter,0,Opay,0.5,0.0,Neutral
226,2022-11-09 11:44:21,sporting king opay thank you,0,Opay,0.0,0.0,Neutral
227,2022-11-09 11:44:00,opay thanks in advance sir,0,Opay,0.2,0.2,Positive
228,2022-11-09 11:43:51,boss abeg help me with any amounti dont have any to eatyou and your family will not starve ijn  damilola ayinde opay,1,Opay,0.0,0.0,Neutral
230,2022-11-09 11:43:05,who fit lend me money we i o use stake this gamepromise to pay back half of the winnings or make i drop code make all u rich men flex and play a mus winand if una win make una no forget me ooo  opay peter,0,Opay,0.3433333333333334,0.2816666666666667,Positive
231,2022-11-09 11:42:58,sportingking  opay account,0,Opay,0.0,0.0,Neutral
234,2022-11-09 11:42:39,opay,0,Opay,0.0,0.0,Neutral
235,2022-11-09 11:41:48,sporty king   sporty king  sporty   abeg make my own pop up  i tweet yesterday  opay,0,Opay,1.0,0.6,Positive
236,2022-11-09 11:41:47,to   opay account,0,Opay,0.0,0.0,Neutral
237,2022-11-09 11:41:46,opay  i hope im lucky today,0,Opay,0.8333333333333334,0.3333333333333333,Positive
238,2022-11-09 11:41:40,i go get luck today  sporting king  opay,0,Opay,0.0,0.0,Neutral
239,2022-11-09 11:41:37,opay,0,Opay,0.0,0.0,Neutral
241,2022-11-09 11:41:16,sportingking  opay,0,Opay,0.0,0.0,Neutral
244,2022-11-09 11:39:57,pls sir i need to pay my bro waec pls i will glad if u give  opay,0,Opay,1.0,0.5,Positive
245,2022-11-09 11:39:55,opay caleb boss please,0,Opay,0.0,0.0,Neutral
246,2022-11-09 11:39:53,opay,0,Opay,0.0,0.0,Neutral
247,2022-11-09 11:39:47,opay pls look my side today boss,2,Opay,0.0,0.0,Neutral
248,2022-11-09 11:39:24,e be like i go dey tag you everytime now boss to notice me cos  dunno what else imma do   opay,0,Opay,0.0,0.0,Neutral
249,2022-11-09 11:38:33,opay,0,Opay,0.0,0.0,Neutral
250,2022-11-09 11:38:31,kakah precious  opay account  would have loved to contribute to the feeding but there no money in my account sent the last money in it to my mum for drugs and feeding please look my side boss it really needed,2,Opay,0.5166666666666667,0.35,Positive
